sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price,dwh_create_date
SO63777,SJ-0194-L,21164,2013-08-07,2013-08-14,2013-08-19,54,1,54,2024-12-30 14:06:36.9733333
SO63778,BC-M005,21463,2013-08-07,2013-08-14,2013-08-19,10,1,10,2024-12-30 14:06:36.9733333
SO63778,WB-H098,21463,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63778,CA-1098,21463,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63779,SH-W890-L,19720,2013-08-07,2013-08-14,2013-08-19,70,1,70,2024-12-30 14:06:36.9733333
SO63779,CA-1098,19720,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63780,SH-W890-L,18382,2013-08-07,2013-08-14,2013-08-19,70,1,70,2024-12-30 14:06:36.9733333
SO63780,SJ-0194-M,18382,2013-08-07,2013-08-14,2013-08-19,54,1,54,2024-12-30 14:06:36.9733333
SO63780,CA-1098,18382,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63781,WB-H098,20094,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63781,CA-1098,20094,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63782,WB-H098,17172,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63782,VE-C304-M,17172,2013-08-07,2013-08-14,2013-08-19,64,1,64,2024-12-30 14:06:36.9733333
SO63783,FE-6654,14027,2013-08-07,2013-08-14,2013-08-19,22,1,22,2024-12-30 14:06:36.9733333
SO63784,TI-R982,28384,2013-08-07,2013-08-14,2013-08-19,33,1,33,2024-12-30 14:06:36.9733333
SO63784,HL-U509,28384,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63785,TI-M602,20889,2013-08-07,2013-08-14,2013-08-19,30,1,30,2024-12-30 14:06:36.9733333
SO63785,TT-M928,20889,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63785,HL-U509-R,20889,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63786,WB-H098,24574,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63786,HL-U509,24574,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63786,LJ-0192-X,24574,2013-08-07,2013-08-14,2013-08-19,50,1,50,2024-12-30 14:06:36.9733333
SO63786,CA-1098,24574,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63787,TI-M823,11697,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63787,TT-M928,11697,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63787,LJ-0192-M,11697,2013-08-07,2013-08-14,2013-08-19,50,1,50,2024-12-30 14:06:36.9733333
SO63788,TI-M823,11941,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63788,TT-M928,11941,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63789,BC-M005,13534,2013-08-07,2013-08-14,2013-08-19,10,1,10,2024-12-30 14:06:36.9733333
SO63789,WB-H098,13534,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63789,HL-U509-R,13534,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63790,BC-M005,13609,2013-08-07,2013-08-14,2013-08-19,10,1,10,2024-12-30 14:06:36.9733333
SO63791,BK-M68B-42,15483,2013-08-07,2013-08-14,2013-08-19,2295,1,2295,2024-12-30 14:06:36.9733333
SO63791,TT-M928,15483,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63791,TI-M823,15483,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63791,PK-7098,15483,2013-08-07,2013-08-14,2013-08-19,2,1,2,2024-12-30 14:06:36.9733333
SO63792,BK-M68S-38,12771,2013-08-07,2013-08-14,2013-08-19,2320,1,2320,2024-12-30 14:06:36.9733333
SO63792,BC-M005,12771,2013-08-07,2013-08-14,2013-08-19,10,1,10,2024-12-30 14:06:36.9733333
SO63793,BK-M68B-42,16654,2013-08-07,2013-08-14,2013-08-19,2295,1,2295,2024-12-30 14:06:36.9733333
SO63793,BC-M005,16654,2013-08-07,2013-08-14,2013-08-19,10,1,10,2024-12-30 14:06:36.9733333
SO63794,BK-T79Y-54,28696,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63794,HL-U509-R,28696,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63794,CA-1098,28696,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63795,CA-1098,15354,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63795,BK-T79Y-54,15354,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63796,BK-R19B-58,24004,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63796,BC-R205,24004,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63796,WB-H098,24004,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63796,CA-1098,24004,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63797,BK-R19B-58,24163,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63797,HL-U509,24163,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63798,BK-R64Y-42,25242,2013-08-07,2013-08-14,2013-08-19,1120,1,1120,2024-12-30 14:06:36.9733333
SO63799,BK-R89B-48,21173,2013-08-07,2013-08-14,2013-08-19,2443,1,2443,2024-12-30 14:06:36.9733333
SO63799,HL-U509-R,21173,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63800,BK-M68B-38,13971,2013-08-07,2013-08-14,2013-08-19,2295,1,2295,2024-12-30 14:06:36.9733333
SO63800,BC-M005,13971,2013-08-07,2013-08-14,2013-08-19,10,1,10,2024-12-30 14:06:36.9733333
SO63800,WB-H098,13971,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63801,BK-M68S-38,14020,2013-08-07,2013-08-14,2013-08-19,2320,1,2320,2024-12-30 14:06:36.9733333
SO63801,PK-7098,14020,2013-08-07,2013-08-14,2013-08-19,2,1,2,2024-12-30 14:06:36.9733333
SO63802,BK-T18U-44,26623,2013-08-07,2013-08-14,2013-08-19,742,1,742,2024-12-30 14:06:36.9733333
SO63802,LJ-0192-S,26623,2013-08-07,2013-08-14,2013-08-19,50,1,50,2024-12-30 14:06:36.9733333
SO63803,BK-T79U-46,26490,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63803,HL-U509,26490,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63804,BK-T79U-54,26201,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63804,TI-T723,26201,2013-08-07,2013-08-14,2013-08-19,29,1,29,2024-12-30 14:06:36.9733333
SO63804,CA-1098,26201,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63804,TT-T092,26201,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63805,BK-T79Y-60,24739,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63805,TI-T723,24739,2013-08-07,2013-08-14,2013-08-19,29,1,29,2024-12-30 14:06:36.9733333
SO63805,TT-T092,24739,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63805,HL-U509-B,24739,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63806,VE-C304-M,23355,2013-08-07,2013-08-14,2013-08-19,64,1,64,2024-12-30 14:06:36.9733333
SO63806,BK-R19B-58,23355,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63807,BK-R19B-58,23356,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63807,BC-R205,23356,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63807,WB-H098,23356,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63807,HL-U509-B,23356,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63808,BK-R19B-58,23082,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63808,VE-C304-M,23082,2013-08-07,2013-08-14,2013-08-19,64,1,64,2024-12-30 14:06:36.9733333
SO63809,BK-R64Y-40,21342,2013-08-07,2013-08-14,2013-08-19,1120,1,1120,2024-12-30 14:06:36.9733333
SO63809,HL-U509,21342,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63810,BK-R79Y-48,17574,2013-08-07,2013-08-14,2013-08-19,1701,1,1701,2024-12-30 14:06:36.9733333
SO63810,CA-1098,17574,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63811,BK-R79Y-44,17617,2013-08-07,2013-08-14,2013-08-19,1701,1,1701,2024-12-30 14:06:36.9733333
SO63811,SJ-0194-M,17617,2013-08-07,2013-08-14,2013-08-19,54,1,54,2024-12-30 14:06:36.9733333
SO63812,BK-R79Y-44,17660,2013-08-07,2013-08-14,2013-08-19,1701,1,1701,2024-12-30 14:06:36.9733333
SO63812,BC-R205,17660,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63812,WB-H098,17660,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63813,BK-R79Y-42,17568,2013-08-07,2013-08-14,2013-08-19,1701,1,1701,2024-12-30 14:06:36.9733333
SO63813,BC-R205,17568,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63813,WB-H098,17568,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63814,BK-R64Y-48,28405,2013-08-07,2013-08-14,2013-08-19,1120,1,1120,2024-12-30 14:06:36.9733333
SO63814,HL-U509,28405,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63815,BK-R19B-48,22612,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63815,WB-H098,22612,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63815,BC-R205,22612,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63815,CL-9009,22612,2013-08-07,2013-08-14,2013-08-19,8,1,8,2024-12-30 14:06:36.9733333
SO63816,BK-R19B-52,22626,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63816,TT-R982,22626,2013-08-07,2013-08-14,2013-08-19,4,1,4,2024-12-30 14:06:36.9733333
SO63816,TI-R092,22626,2013-08-07,2013-08-14,2013-08-19,21,1,21,2024-12-30 14:06:36.9733333
SO63817,BK-T79U-60,11952,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63817,BC-R205,11952,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63817,WB-H098,11952,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63818,BK-T79U-46,27867,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63818,GL-H102-M,27867,2013-08-07,2013-08-14,2013-08-19,24,1,24,2024-12-30 14:06:36.9733333
SO63818,HL-U509,27867,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63819,BK-T79Y-54,11100,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63819,BC-R205,11100,2013-08-07,2013-08-14,2013-08-19,9,1,9,2024-12-30 14:06:36.9733333
SO63819,WB-H098,11100,2013-08-07,2013-08-14,2013-08-19,5,1,5,2024-12-30 14:06:36.9733333
SO63820,BK-T79U-50,11967,2013-08-07,2013-08-14,2013-08-19,2384,1,2384,2024-12-30 14:06:36.9733333
SO63820,HL-U509,11967,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63821,BK-R19B-58,29067,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63822,BK-R19B-44,29096,2013-08-07,2013-08-14,2013-08-19,540,1,540,2024-12-30 14:06:36.9733333
SO63822,HL-U509-R,29096,2013-08-07,2013-08-14,2013-08-19,35,1,35,2024-12-30 14:06:36.9733333
SO63823,BK-M68S-46,12383,2013-08-08,2013-08-15,2013-08-20,2320,1,2320,2024-12-30 14:06:36.9733333
SO63824,BK-M68S-42,13563,2013-08-08,2013-08-15,2013-08-20,2320,1,2320,2024-12-30 14:06:36.9733333
SO63824,WB-H098,13563,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63824,BC-M005,13563,2013-08-08,2013-08-15,2013-08-20,10,1,10,2024-12-30 14:06:36.9733333
SO63824,HL-U509,13563,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63825,TI-M267,12992,2013-08-08,2013-08-15,2013-08-20,25,1,25,2024-12-30 14:06:36.9733333
SO63825,TT-M928,12992,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63825,HL-U509-R,12992,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63825,LJ-0192-S,12992,2013-08-08,2013-08-15,2013-08-20,50,1,50,2024-12-30 14:06:36.9733333
SO63826,TT-T092,23014,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63826,CA-1098,23014,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63827,SH-W890-S,27367,2013-08-08,2013-08-15,2013-08-20,70,1,70,2024-12-30 14:06:36.9733333
SO63828,TT-R982,12704,2013-08-08,2013-08-15,2013-08-20,4,1,4,2024-12-30 14:06:36.9733333
SO63828,GL-H102-M,12704,2013-08-08,2013-08-15,2013-08-20,24,1,24,2024-12-30 14:06:36.9733333
SO63829,SJ-0194-M,11146,2013-08-08,2013-08-15,2013-08-20,54,1,54,2024-12-30 14:06:36.9733333
SO63830,BK-R79Y-40,17929,2013-08-08,2013-08-15,2013-08-20,1701,1,1701,2024-12-30 14:06:36.9733333
SO63830,BC-R205,17929,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63830,WB-H098,17929,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63831,BK-R89B-52,22632,2013-08-08,2013-08-15,2013-08-20,2443,1,2443,2024-12-30 14:06:36.9733333
SO63831,BC-R205,22632,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63831,WB-H098,22632,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63831,HL-U509-B,22632,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63832,BK-M38S-40,14148,2013-08-08,2013-08-15,2013-08-20,769,1,769,2024-12-30 14:06:36.9733333
SO63832,LJ-0192-S,14148,2013-08-08,2013-08-15,2013-08-20,50,1,50,2024-12-30 14:06:36.9733333
SO63832,CA-1098,14148,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63833,BK-M68B-38,16827,2013-08-08,2013-08-15,2013-08-20,2295,1,2295,2024-12-30 14:06:36.9733333
SO63833,BC-M005,16827,2013-08-08,2013-08-15,2013-08-20,10,1,10,2024-12-30 14:06:36.9733333
SO63833,WB-H098,16827,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63833,SJ-0194-L,16827,2013-08-08,2013-08-15,2013-08-20,54,1,54,2024-12-30 14:06:36.9733333
SO63834,PK-7098,11277,2013-08-08,2013-08-15,2013-08-20,2,1,2,2024-12-30 14:06:36.9733333
SO63835,TT-R982,15244,2013-08-08,2013-08-15,2013-08-20,4,1,4,2024-12-30 14:06:36.9733333
SO63836,TT-R982,11262,2013-08-08,2013-08-15,2013-08-20,4,1,4,2024-12-30 14:06:36.9733333
SO63836,TI-R628,11262,2013-08-08,2013-08-15,2013-08-20,25,1,25,2024-12-30 14:06:36.9733333
SO63836,PK-7098,11262,2013-08-08,2013-08-15,2013-08-20,2,1,2,2024-12-30 14:06:36.9733333
SO63836,CL-9009,11262,2013-08-08,2013-08-15,2013-08-20,8,1,8,2024-12-30 14:06:36.9733333
SO63837,PK-7098,11280,2013-08-08,2013-08-15,2013-08-20,2,1,2,2024-12-30 14:06:36.9733333
SO63838,TT-T092,28060,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63838,HL-U509-R,28060,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63839,TT-R982,11277,2013-08-08,2013-08-15,2013-08-20,4,1,4,2024-12-30 14:06:36.9733333
SO63839,TI-R092,11277,2013-08-08,2013-08-15,2013-08-20,21,1,21,2024-12-30 14:06:36.9733333
SO63840,TI-T723,26720,2013-08-08,2013-08-15,2013-08-20,29,1,29,2024-12-30 14:06:36.9733333
SO63840,TT-T092,26720,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63840,HL-U509-B,26720,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63841,TI-M267,26345,2013-08-08,2013-08-15,2013-08-20,25,1,25,2024-12-30 14:06:36.9733333
SO63841,GL-H102-S,26345,2013-08-08,2013-08-15,2013-08-20,24,1,24,2024-12-30 14:06:36.9733333
SO63842,TI-T723,27481,2013-08-08,2013-08-15,2013-08-20,29,1,29,2024-12-30 14:06:36.9733333
SO63842,TT-T092,27481,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63842,GL-H102-M,27481,2013-08-08,2013-08-15,2013-08-20,24,1,24,2024-12-30 14:06:36.9733333
SO63843,TT-R982,24616,2013-08-08,2013-08-15,2013-08-20,4,1,4,2024-12-30 14:06:36.9733333
SO63843,TI-R982,24616,2013-08-08,2013-08-15,2013-08-20,33,1,33,2024-12-30 14:06:36.9733333
SO63843,HL-U509,24616,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63844,BC-M005,23271,2013-08-08,2013-08-15,2013-08-20,10,1,10,2024-12-30 14:06:36.9733333
SO63844,WB-H098,23271,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63844,HL-U509-B,23271,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63845,SH-W890-L,18852,2013-08-08,2013-08-15,2013-08-20,70,1,70,2024-12-30 14:06:36.9733333
SO63845,SJ-0194-X,18852,2013-08-08,2013-08-15,2013-08-20,54,1,54,2024-12-30 14:06:36.9733333
SO63846,SH-W890-M,18669,2013-08-08,2013-08-15,2013-08-20,70,1,70,2024-12-30 14:06:36.9733333
SO63847,WB-H098,17602,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63848,TT-M928,14635,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63848,FE-6654,14635,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63848,PK-7098,14635,2013-08-08,2013-08-15,2013-08-20,2,1,2,2024-12-30 14:06:36.9733333
SO63848,CL-9009,14635,2013-08-08,2013-08-15,2013-08-20,8,1,8,2024-12-30 14:06:36.9733333
SO63849,FE-6654,22100,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63849,BC-M005,22100,2013-08-08,2013-08-15,2013-08-20,10,1,10,2024-12-30 14:06:36.9733333
SO63849,WB-H098,22100,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63849,SJ-0194-L,22100,2013-08-08,2013-08-15,2013-08-20,54,1,54,2024-12-30 14:06:36.9733333
SO63850,FE-6654,14001,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63850,HL-U509-R,14001,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63850,LJ-0192-X,14001,2013-08-08,2013-08-15,2013-08-20,50,1,50,2024-12-30 14:06:36.9733333
SO63851,FE-6654,21345,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63851,CL-9009,21345,2013-08-08,2013-08-15,2013-08-20,8,1,8,2024-12-30 14:06:36.9733333
SO63852,FE-6654,13940,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63852,VE-C304-S,13940,2013-08-08,2013-08-15,2013-08-20,64,1,64,2024-12-30 14:06:36.9733333
SO63853,FE-6654,16187,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63853,CL-9009,16187,2013-08-08,2013-08-15,2013-08-20,8,1,8,2024-12-30 14:06:36.9733333
SO63854,TT-M928,20715,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63854,TI-M602,20715,2013-08-08,2013-08-15,2013-08-20,30,1,30,2024-12-30 14:06:36.9733333
SO63854,PK-7098,20715,2013-08-08,2013-08-15,2013-08-20,2,1,2,2024-12-30 14:06:36.9733333
SO63854,ST-1401,20715,2013-08-08,2013-08-15,2013-08-20,159,1,159,2024-12-30 14:06:36.9733333
SO63855,TI-M602,21530,2013-08-08,2013-08-15,2013-08-20,30,1,30,2024-12-30 14:06:36.9733333
SO63855,TT-M928,21530,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63855,HL-U509-B,21530,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63855,LJ-0192-L,21530,2013-08-08,2013-08-15,2013-08-20,50,1,50,2024-12-30 14:06:36.9733333
SO63855,CA-1098,21530,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63856,TI-R092,11557,2013-08-08,2013-08-15,2013-08-20,21,1,21,2024-12-30 14:06:36.9733333
SO63857,WB-H098,22528,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63857,HL-U509-B,22528,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63858,TT-M928,11770,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63858,TI-M823,11770,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63858,PK-7098,11770,2013-08-08,2013-08-15,2013-08-20,2,1,2,2024-12-30 14:06:36.9733333
SO63859,FE-6654,12445,2013-08-08,2013-08-15,2013-08-20,22,1,22,2024-12-30 14:06:36.9733333
SO63860,HL-U509-R,12223,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63861,BK-M18B-40,19740,2013-08-08,2013-08-15,2013-08-20,540,1,540,2024-12-30 14:06:36.9733333
SO63861,BC-M005,19740,2013-08-08,2013-08-15,2013-08-20,10,1,10,2024-12-30 14:06:36.9733333
SO63861,WB-H098,19740,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63861,HL-U509-B,19740,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63862,BK-M68S-38,15200,2013-08-08,2013-08-15,2013-08-20,2320,1,2320,2024-12-30 14:06:36.9733333
SO63862,TI-M823,15200,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63862,TT-M928,15200,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63863,BK-T79U-54,11353,2013-08-08,2013-08-15,2013-08-20,2384,1,2384,2024-12-30 14:06:36.9733333
SO63863,SO-R809-M,11353,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63864,BK-R79Y-40,23652,2013-08-08,2013-08-15,2013-08-20,1701,1,1701,2024-12-30 14:06:36.9733333
SO63864,TI-R628,23652,2013-08-08,2013-08-15,2013-08-20,25,1,25,2024-12-30 14:06:36.9733333
SO63865,BK-R19B-58,27582,2013-08-08,2013-08-15,2013-08-20,540,1,540,2024-12-30 14:06:36.9733333
SO63865,BC-R205,27582,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63865,WB-H098,27582,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63865,CL-9009,27582,2013-08-08,2013-08-15,2013-08-20,8,1,8,2024-12-30 14:06:36.9733333
SO63866,BK-R19B-44,27583,2013-08-08,2013-08-15,2013-08-20,540,1,540,2024-12-30 14:06:36.9733333
SO63866,BC-R205,27583,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63866,WB-H098,27583,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63867,BK-R64Y-40,17735,2013-08-08,2013-08-15,2013-08-20,1120,1,1120,2024-12-30 14:06:36.9733333
SO63867,SJ-0194-L,17735,2013-08-08,2013-08-15,2013-08-20,54,1,54,2024-12-30 14:06:36.9733333
SO63868,BK-R89B-48,21165,2013-08-08,2013-08-15,2013-08-20,2443,1,2443,2024-12-30 14:06:36.9733333
SO63868,BC-R205,21165,2013-08-08,2013-08-15,2013-08-20,9,1,9,2024-12-30 14:06:36.9733333
SO63868,WB-H098,21165,2013-08-08,2013-08-15,2013-08-20,5,1,5,2024-12-30 14:06:36.9733333
SO63868,HL-U509-R,21165,2013-08-08,2013-08-15,2013-08-20,35,1,35,2024-12-30 14:06:36.9733333
SO63869,BK-R89R-58,20625,2013-08-08,2013-08-15,2013-08-20,2443,1,2443,2024-12-30 14:06:36.9733333
SO63869,CL-9009,20625,2013-08-08,2013-08-15,2013-08-20,8,1,8,2024-12-30 14:06:36.9733333
SO63870,BK-R89B-48,18188,2013-08-08,2013-08-15,2013-08-20,2443,1,2443,2024-12-30 14:06:36.9733333
SO63870,TI-R982,18188,2013-08-08,2013-08-15,2013-08-20,33,1,33,2024-12-30 14:06:36.9733333
